Measured_PPV_mm_per_s,Distance_from_Dam_m,Charge_Factor,Total_Explosive_Quantity_kg,SDI,BVII,RDI,Slope_deg,Burden_m,Spacing_m,Severity_Ratio,Rec_Target_PPV_mm_per_s,Rec_Distance_from_Dam_m,Rec_Charge_Factor,Rec_Burden_m,Rec_Spacing_m
6.26,1817,0.85,1886,74.2,0.74,0.93,44,3.67,3.65,1.252,4.66,2219.8,0.73,3.77,3.75
8.5,2696,1.91,2749,199.4,0.97,0.5,19,2.74,4.14,1.699,3.84,3828.9,0.99,2.84,4.63
6.85,748,1.92,2027,452.2,0.759,0.534,31,2.73,4.89,1.371,4.01,966.4,1.27,2.83,5.07
9.03,1973,2.3,2167,499.4,0.409,0.477,38,4.97,5.69,1.807,4.02,2870.9,1.18,5.73,6.44
4.18,667,1.67,536,493.6,0.612,0.664,25,4.27,5.39,1.01,4.56,717.0,1.62,4.37,5.49
11.82,3000,0.75,2496,440.8,0.486,0.933,25,4.51,4.08,2.365,3.28,5212.2,0.21,5.28,5.03
4.15,2917,0.74,1925,197.3,0.955,0.551,35,3.72,3.86,1.01,4.68,2974.6,0.66,3.82,3.96
16.61,544,1.94,1990,343.3,0.462,0.624,42,4.61,3.34,3.321,2.31,1284.0,0.57,6.34,4.66
6.97,462,0.87,1724,208.3,0.633,0.908,34,3.94,3.8,1.395,4.24,617.1,0.56,4.29,4.16
12.18,2270,1.16,2522,324.3,0.536,0.771,42,4.84,2.89,2.436,3.2,4012.4,0.48,5.73,3.58
17.96,1311,1.47,2941,154.7,0.908,0.851,34,2.84,5.9,3.592,2.84,2948.8,0.3,3.87,8.02
14.06,841,0.55,1332,303.1,0.585,0.528,11,3.79,4.51,2.813,3.23,1713.0,0.2,4.93,5.62
12.06,2141,1.0,1096,261.9,0.995,0.83,32,4.07,2.95,2.412,3.45,3747.0,0.33,4.94,3.72
8.51,779,1.32,2940,12.2,0.423,0.537,35,3.18,3.73,1.703,3.74,1090.3,0.72,3.7,3.98
8.66,2567,1.06,1199,395.4,0.477,0.992,13,4.64,4.41,1.732,3.93,3741.1,0.63,5.14,4.76
14.38,1742,0.77,2146,5.9,0.535,0.736,32,4.94,4.37,2.876,3.03,3440.8,0.29,6.4,5.61
19.9,1672,1.96,2518,146.6,0.887,0.817,45,3.48,2.62,3.98,2.43,4032.6,0.43,5.04,3.71
14.25,1458,2.13,940,3.0,0.927,0.471,44,3.17,5.83,2.85,3.06,2878.0,0.76,4.23,7.33
12.48,2239,1.01,2360,188.1,0.443,0.55,44,3.42,3.46,2.496,3.61,4060.0,0.32,4.14,4.27
15.42,162,2.05,2140,31.6,0.419,0.484,23,4.56,2.56,3.084,2.54,340.1,0.54,5.88,3.3
10.91,2659,1.27,2029,456.8,0.847,0.634,14,3.94,2.77,2.182,3.79,4286.5,0.56,4.56,3.11
4.02,1262,1.51,2867,207.8,0.48,0.57,30,2.13,4.53,1.01,4.53,1382.0,1.46,2.28,4.63
12.56,1328,2.21,1594,229.7,0.48,0.84,16,3.63,2.98,2.512,2.96,2337.3,0.71,4.45,3.61
19.28,2919,2.0,1067,174.9,0.413,0.465,11,2.05,2.65,3.856,2.33,6879.6,0.47,2.87,3.87
5.98,355,2.11,735,313.8,0.43,0.851,21,4.34,3.83,1.196,4.7,405.0,1.71,4.48,3.93
14.73,234,0.77,1804,392.2,0.558,0.427,22,2.98,4.68,2.946,2.54,484.8,0.29,3.71,6.09
6.42,974,0.64,1685,324.1,0.439,0.521,25,3.42,2.89,1.283,4.8,1100.9,0.55,3.52,2.99
12.11,921,2.29,1532,374.1,0.621,0.875,13,4.4,3.6,2.422,3.54,1655.3,0.87,5.25,4.33
4.64,2235,1.28,2607,453.0,0.9,0.846,11,2.14,3.96,1.01,4.9,2329.6,1.16,2.24,4.06
10.66,922,1.08,2340,431.8,0.596,0.686,3,2.48,3.06,2.131,3.38,1463.8,0.5,2.98,3.39
15.85,1073,1.95,724,337.0,0.837,0.43,45,3.19,4.27,3.171,3.24,2231.5,0.6,4.36,5.8
8.91,1877,2.17,2342,107.3,0.456,0.766,12,2.69,2.8,1.782,4.08,2829.1,1.1,3.18,3.06
14.3,220,2.22,1081,318.9,0.796,0.644,17,3.01,2.66,2.861,2.96,462.8,0.69,3.82,3.48
16.52,1737,1.13,668,253.0,0.59,0.59,42,4.99,4.32,3.305,2.95,3776.9,0.4,6.82,5.99
18.76,1464,2.2,1965,358.6,0.85,0.784,27,4.48,3.37,3.752,2.65,3481.1,0.47,6.15,4.78
6.99,1107,0.58,513,416.5,0.482,0.662,37,4.65,2.83,1.398,4.32,1509.6,0.35,4.75,2.96
9.79,1024,0.6,2711,371.4,0.939,0.455,40,4.81,3.98,1.958,3.4,1687.9,0.23,5.35,4.46
5.59,744,1.75,1943,423.3,0.546,0.95,43,3.02,5.7,1.118,4.69,811.3,1.56,3.12,5.98
19.87,2132,0.63,2370,31.9,0.612,0.867,18,2.89,5.03,3.974,2.09,5193.0,0.23,4.07,7.35
18.76,2861,1.15,2043,15.8,0.97,0.434,45,2.7,5.35,3.752,2.44,6650.1,0.29,3.73,7.63
12.18,2168,1.85,2189,129.3,0.747,0.715,42,4.49,5.55,2.436,3.4,3899.4,0.65,5.52,6.72
17.31,341,1.17,2071,450.3,0.619,0.45,37,4.04,5.9,3.463,3.14,694.2,0.33,5.47,8.22
11.86,2602,0.86,1551,411.8,0.97,0.902,45,2.71,5.17,2.371,3.71,4604.3,0.36,3.29,6.32
13.6,2768,1.06,2231,341.4,0.597,0.768,2,3.13,4.63,2.72,3.09,5279.2,0.37,3.9,5.74
4.52,2450,1.42,945,350.4,0.457,0.503,18,3.52,3.78,1.01,4.9,2568.9,1.33,3.62,3.88
15.84,1719,1.45,1215,363.3,0.998,0.412,19,3.58,3.14,3.168,2.49,3500.2,0.43,4.58,4.13
5.17,902,2.07,1318,471.3,0.561,0.419,24,4.67,4.9,1.034,4.9,952.0,1.98,4.77,5.0
17.04,1063,2.0,2651,416.1,0.911,0.704,10,3.14,5.98,3.409,2.28,2430.1,0.42,4.1,8.27
16.29,168,1.41,925,311.7,0.499,0.841,16,4.73,4.14,3.259,2.55,401.7,0.39,6.37,5.39
15.05,1252,2.19,1624,332.9,0.839,0.473,34,3.32,5.03,3.01,3.05,2522.4,0.75,4.44,6.55
3.61,295,0.73,2064,106.9,0.715,0.533,13,4.24,4.23,1.01,4.79,414.8,0.68,4.34,4.33
8.15,2287,1.01,1349,328.7,0.989,0.596,38,4.79,4.01,1.631,3.47,3072.0,0.68,5.2,4.33
7.47,2430,2.16,2045,212.3,0.732,0.531,18,4.72,3.94,1.495,4.42,3157.2,1.3,5.2,4.22
9.12,2459,1.26,1629,76.5,0.415,0.635,2,2.17,4.27,1.824,3.51,3605.8,0.69,2.33,4.99
4.49,845,2.46,2202,403.2,0.762,0.736,33,2.62,3.78,1.01,4.54,895.0,2.36,2.72,3.88
18.93,1788,1.43,2501,255.1,0.487,0.811,40,3.43,5.12,3.786,2.14,4120.3,0.29,4.86,7.13
12.41,376,2.08,776,488.7,0.879,0.978,21,3.29,5.56,2.483,2.92,655.8,0.78,4.09,6.84
8.19,160,1.3,2306,140.8,0.914,0.959,37,3.92,5.59,1.639,3.58,210.0,0.78,4.34,6.02
9.75,2013,1.35,2735,240.3,0.689,0.742,26,4.83,3.3,1.95,3.86,3133.6,0.7,5.61,3.61
10.6,2199,1.27,2439,224.0,0.87,0.84,20,2.34,5.64,2.12,3.26,3651.5,0.58,2.55,6.4
13.21,2300,1.94,2652,60.4,0.487,0.971,40,3.36,3.7,2.642,3.38,4273.0,0.68,4.15,4.41
11.77,1872,1.6,1045,213.1,0.695,0.45,30,2.58,3.58,2.353,2.93,3205.6,0.7,3.0,4.28
18.63,1434,2.39,2927,143.8,0.636,0.403,26,4.68,5.04,3.726,2.58,3244.5,0.55,6.7,7.08
11.45,1937,1.0,609,80.2,0.767,0.418,36,4.89,3.57,2.29,3.49,3366.8,0.35,5.99,4.13
19.87,2691,0.7,1044,141.1,0.427,0.738,1,3.44,2.69,3.973,2.66,6517.9,0.2,4.88,4.0
17.47,666,1.29,2901,116.6,0.851,0.858,8,2.31,3.81,3.495,2.78,1475.7,0.3,3.02,5.08
6.54,1671,1.73,1242,367.0,0.447,0.62,18,4.36,5.03,1.309,4.8,1985.4,1.33,4.46,5.42
18.82,721,2.22,2864,15.4,0.794,0.727,41,4.09,3.64,3.764,2.31,1721.2,0.43,5.63,5.19
4.98,2125,1.19,1789,308.7,0.411,0.71,35,3.06,4.7,1.01,4.9,2243.3,1.11,3.16,4.8
16.9,1300,1.81,2375,380.3,0.899,0.457,9,4.66,4.81,3.379,3.1,2823.8,0.39,6.34,6.71
9.47,413,1.2,1588,240.4,0.505,0.593,39,4.93,5.07,1.894,3.21,691.7,0.61,5.78,5.67
17.93,2954,1.73,832,465.8,0.709,0.412,44,3.67,5.64,3.585,2.2,6654.4,0.37,5.06,7.81
17.76,2995,2.27,2036,353.9,0.557,0.466,38,3.7,4.01,3.551,2.39,6755.1,0.5,5.0,5.46
16.7,2244,0.96,1656,374.0,0.834,0.887,6,2.89,3.08,3.34,2.87,4751.4,0.27,3.77,4.26
16.43,1336,1.31,1091,98.5,0.593,0.898,3,3.75,3.62,3.286,2.52,2959.6,0.41,4.91,4.85
8.18,2976,2.49,1282,388.6,0.835,0.881,14,3.32,4.01,1.636,3.6,4076.4,1.41,3.51,4.25
4.38,236,2.24,1039,416.0,0.571,0.836,11,2.91,5.0,1.01,4.9,332.1,2.19,3.02,5.1
9.85,1129,1.63,2058,180.6,0.851,0.876,5,2.2,2.55,1.97,3.68,1789.3,0.69,2.35,3.01
5.95,2256,1.53,2019,106.7,0.418,0.803,8,2.76,3.61,1.19,4.33,2562.4,1.35,3.04,3.71
14.81,2694,1.07,1118,192.5,0.57,0.802,34,2.59,5.23,2.963,2.71,5401.1,0.29,3.37,6.62
8.88,761,1.53,2333,369.8,0.699,0.8,7,3.63,4.85,1.777,3.86,1119.1,0.91,4.07,5.41
19.59,2572,2.2,1491,208.8,0.427,0.708,6,3.81,5.06,3.917,2.97,6012.9,0.58,5.41,7.4
13.9,2777,1.87,2646,368.3,0.512,0.618,3,3.83,5.34,2.779,3.17,5308.4,0.66,4.92,6.68
16.98,2408,1.08,2864,56.8,0.961,0.838,12,3.16,5.24,3.396,3.0,5225.0,0.2,4.29,7.04
5.25,186,0.9,2670,403.0,0.986,0.579,18,3.26,4.89,1.051,4.74,236.0,0.85,3.36,5.06
17.65,2612,1.03,2116,126.6,0.844,0.726,6,4.5,4.04,3.531,2.43,5883.5,0.2,6.12,5.43
18.69,2223,0.84,2018,124.5,0.551,0.66,9,3.43,5.94,3.737,2.54,5063.0,0.28,5.01,8.43
11.28,2618,0.69,1021,295.2,0.556,0.566,24,4.96,4.49,2.256,3.64,4385.0,0.34,5.81,5.52
13.31,2561,1.34,1416,35.1,0.787,0.985,43,3.32,3.21,2.661,3.02,4702.6,0.55,4.12,4.15
16.0,2972,0.73,1216,13.1,0.471,0.555,34,3.95,3.52,3.2,3.14,6206.1,0.22,5.19,4.51
5.97,2873,0.84,2862,130.5,0.969,0.586,24,2.15,4.93,1.194,4.9,3222.0,0.7,2.25,5.03
11.54,2604,1.59,2436,269.0,0.535,0.497,28,3.96,5.74,2.309,2.86,4440.7,0.64,4.61,6.72
9.78,1408,0.83,1059,453.8,1.0,0.894,11,4.55,3.13,1.955,3.12,2136.0,0.37,5.08,3.75
5.49,1800,0.63,1468,423.2,0.697,0.752,39,4.83,2.79,1.098,4.42,1868.7,0.56,4.98,3.02
9.25,2800,1.13,2903,245.2,0.863,0.768,11,4.99,5.59,1.85,3.56,4218.1,0.6,5.59,6.19
4.16,2819,0.94,1577,18.5,0.401,0.892,5,2.85,5.7,1.01,4.61,2914.8,0.89,2.96,5.8
3.44,594,1.53,1389,267.6,0.933,0.606,9,3.73,3.47,1.01,4.9,644.0,1.48,3.83,3.61
5.3,1747,0.7,1292,352.4,0.562,0.516,1,3.35,3.82,1.06,4.38,1797.0,0.65,3.45,3.92
19.37,2042,2.0,2812,169.6,0.801,0.519,44,3.69,4.81,3.875,2.36,4884.1,0.52,5.31,6.76
12.34,1168,2.31,1481,55.5,0.884,0.84,24,2.47,3.65,2.468,2.87,2038.4,0.86,3.11,4.26
19.42,1524,1.99,1301,139.3,0.498,0.768,6,4.57,5.57,3.884,2.97,3694.7,0.42,6.6,7.94
10.35,696,1.57,542,385.8,0.666,0.524,39,4.73,2.88,2.07,3.64,1142.6,0.73,5.53,3.5
8.3,549,2.22,2109,175.6,0.696,0.487,22,3.35,2.63,1.66,4.29,771.7,1.26,3.78,3.05
11.6,584,1.89,2277,406.0,0.587,0.472,10,2.84,3.23,2.321,3.75,1086.8,0.66,3.23,3.72
10.47,745,0.52,849,159.8,0.689,0.777,35,2.42,3.5,2.094,3.45,1307.9,0.21,2.91,3.96
4.8,2767,1.29,2067,81.8,0.591,0.4,22,4.05,2.9,1.01,4.71,2817.0,1.24,4.15,3.0
13.89,1729,2.2,1629,217.9,0.616,0.411,42,2.94,2.73,2.779,2.69,3306.4,0.63,3.75,3.57
6.67,761,1.19,2548,226.1,0.802,0.634,6,4.73,5.14,1.335,4.05,948.0,0.91,4.86,5.45
13.53,857,0.57,2280,8.1,0.78,0.815,26,4.01,3.07,2.707,3.25,1731.2,0.26,5.18,3.87
14.05,388,1.99,1083,58.5,0.539,0.817,12,3.94,5.7,2.811,2.52,828.7,0.67,5.0,7.28
5.58,820,2.1,931,92.5,0.938,0.658,16,3.68,3.79,1.117,4.28,878.2,1.88,3.8,3.89
4.04,737,0.82,2432,56.8,0.918,0.815,31,2.14,4.85,1.01,4.9,787.0,0.77,2.26,4.95
16.27,2382,1.57,2600,170.8,0.705,0.713,25,4.8,3.29,3.255,2.91,4976.3,0.42,6.58,4.6
10.82,2563,0.88,1848,482.3,0.66,0.986,21,3.88,3.34,2.163,3.56,4154.2,0.3,4.65,3.76
3.99,598,1.94,2694,254.6,0.626,0.497,12,4.98,4.51,1.01,4.85,648.0,1.89,5.08,4.61
19.91,733,1.04,2530,313.8,0.824,0.76,11,3.61,4.46,3.983,2.81,1820.3,0.21,5.37,6.38
3.98,1773,1.13,1689,178.2,0.803,0.695,6,4.13,5.19,1.01,4.9,1823.0,1.08,4.23,5.29
14.82,2130,2.19,1662,161.7,0.518,0.517,0,2.17,5.15,2.963,2.51,4227.2,0.67,2.85,6.7
19.72,214,1.45,798,11.6,0.803,0.85,32,3.9,4.85,3.945,2.81,579.6,0.23,5.78,7.02
7.07,773,1.84,2439,250.2,0.551,0.565,13,4.29,4.07,1.413,4.66,967.7,1.35,4.46,4.47
5.42,1836,1.3,1288,241.8,0.411,0.629,42,4.34,5.62,1.084,4.36,1893.6,1.25,4.44,5.72
5.06,1357,1.1,1349,78.9,0.82,0.625,40,4.31,4.68,1.013,4.86,1407.0,1.01,4.41,4.78
8.16,2353,1.75,2725,382.2,0.787,0.547,16,2.68,5.97,1.631,3.9,3169.9,1.12,3.03,6.33
4.72,2394,0.81,1877,246.3,0.646,0.658,3,4.93,5.37,1.01,4.62,2526.1,0.76,5.03,5.49
14.77,2905,1.25,1677,169.5,0.715,0.684,38,4.99,2.66,2.953,3.28,5797.6,0.37,6.5,3.34
4.06,246,0.92,2449,73.5,0.968,0.847,0,2.23,3.62,1.01,4.76,296.0,0.87,2.33,3.75
11.66,2265,1.89,1377,276.1,0.757,0.859,40,4.81,4.5,2.332,3.56,3873.3,0.67,5.81,5.31
19.94,511,2.39,1638,376.4,0.795,0.495,44,2.87,5.03,3.989,2.67,1219.0,0.53,4.28,7.08
16.84,1787,2.49,2077,141.0,0.438,0.756,23,4.07,4.43,3.367,2.82,3882.3,0.57,5.38,5.86
13.46,2510,1.4,2992,109.4,0.5,0.938,33,3.01,5.25,2.692,2.74,4715.2,0.48,3.86,6.78
8.21,1632,1.01,2146,261.0,0.581,0.465,33,4.9,3.49,1.641,3.62,2270.6,0.59,5.49,3.75
13.61,236,1.39,2403,77.7,0.724,0.684,23,2.3,3.14,2.721,2.58,454.1,0.54,2.88,3.8
11.96,118,2.19,1882,333.3,0.866,0.85,14,3.49,2.69,2.392,2.97,181.1,0.89,4.15,3.1
10.24,2342,0.91,644,302.7,0.593,0.767,16,3.28,4.51,2.049,3.34,3765.0,0.36,3.61,5.14
5.22,2477,2.4,2822,43.5,0.614,0.46,12,2.98,4.91,1.044,4.9,2671.2,2.35,3.12,5.01
18.07,2059,1.18,1702,18.3,0.554,0.638,6,3.94,3.64,3.614,2.5,4735.4,0.3,5.41,5.07
10.65,2322,2.47,2361,310.1,0.553,0.704,8,2.39,4.65,2.129,3.68,3685.7,1.1,2.74,5.32
6.31,1101,2.18,2354,147.1,0.969,0.998,43,4.15,2.68,1.262,4.39,1371.2,1.62,4.25,2.8
9.25,548,2.12,2366,43.2,0.781,0.507,34,4.94,2.85,1.85,3.96,900.3,1.15,5.57,3.07
10.04,2048,1.14,1598,379.7,0.494,0.989,22,4.41,4.96,2.008,4.0,3305.8,0.61,5.16,5.68
17.07,1045,0.52,1651,157.0,0.833,0.626,38,4.58,3.79,3.414,2.45,2251.6,0.2,6.35,5.2
15.47,1477,1.26,2234,229.8,0.833,0.52,22,3.08,4.85,3.094,3.2,3090.6,0.45,4.0,6.2
16.08,1622,1.1,1067,118.4,0.8,0.648,25,2.97,5.41,3.216,2.91,3326.8,0.27,4.03,7.17
3.19,240,0.57,2313,313.7,0.481,0.768,0,3.55,5.48,1.01,4.9,317.7,0.52,3.65,5.58
10.07,2905,1.51,1030,150.7,0.645,0.528,13,2.14,3.1,2.015,3.67,4521.2,0.7,2.38,3.47
11.18,2020,1.31,2706,484.0,0.464,0.575,31,4.84,4.2,2.237,3.27,3444.5,0.47,5.57,5.02
3.33,192,1.77,2061,351.5,0.89,0.913,9,2.43,5.07,1.01,4.7,315.9,1.72,2.59,5.17
7.42,338,1.74,1180,68.4,0.793,0.999,0,4.71,5.21,1.483,3.68,455.4,1.17,5.12,5.64
15.92,304,0.74,2570,208.3,0.704,0.591,4,2.25,5.25,3.185,2.84,682.2,0.2,3.05,6.83
5.33,2707,2.45,1570,192.7,0.606,0.489,2,4.47,3.3,1.066,4.9,2791.1,2.19,4.57,3.4
12.1,1556,0.87,1228,267.1,0.511,0.876,26,2.46,3.17,2.42,3.45,2736.7,0.27,3.11,3.73
6.66,344,1.39,2229,421.0,0.464,0.76,21,2.11,4.57,1.332,4.16,433.6,0.99,2.25,4.81
3.21,931,1.48,2691,291.7,0.982,0.46,17,4.16,5.09,1.01,4.9,981.0,1.39,4.3,5.19
7.1,394,2.13,1167,30.8,0.52,0.968,15,2.84,3.62,1.42,4.46,619.5,1.38,3.21,3.78
19.59,2787,0.7,2112,327.7,0.436,0.447,1,4.14,2.87,3.918,2.31,6523.0,0.2,6.14,4.24
16.63,955,1.36,1180,4.1,0.977,0.775,12,3.67,5.01,3.325,2.26,2100.8,0.45,5.09,6.59
19.31,2164,1.76,1472,390.0,0.729,0.654,44,2.33,3.55,3.863,2.16,5163.7,0.45,3.13,5.26
11.29,170,0.93,2632,333.3,0.878,0.734,15,4.8,3.08,2.259,3.7,415.3,0.34,5.86,3.51
4.87,1392,1.75,2963,154.4,0.426,0.528,7,3.36,3.02,1.01,4.9,1509.3,1.7,3.46,3.13
12.32,1448,2.35,1326,146.2,0.74,0.813,42,4.2,3.6,2.463,2.98,2528.8,0.9,5.27,4.34
10.72,404,2.5,796,399.1,0.639,0.976,7,3.5,4.57,2.145,3.2,764.4,1.07,4.02,5.51
17.35,1130,0.56,1753,391.7,0.863,0.675,9,3.81,3.75,3.471,2.98,2464.8,0.2,5.27,4.98
4.67,1437,0.97,2925,176.2,0.423,0.714,32,2.91,2.57,1.01,4.9,1580.4,0.92,3.01,2.67
11.3,916,1.12,2968,149.5,0.641,0.544,30,2.6,2.84,2.26,3.61,1616.6,0.4,3.2,3.31
5.55,1226,1.3,2652,279.9,0.879,0.935,11,3.63,3.52,1.11,4.85,1415.8,1.13,3.73,3.77
8.52,920,0.98,2228,4.2,0.714,0.983,8,3.32,4.81,1.704,3.57,1250.6,0.55,3.64,5.51
15.54,292,0.91,2524,41.3,0.73,0.872,36,3.17,2.84,3.107,2.86,659.6,0.27,4.3,3.62
11.09,1876,2.41,829,63.1,0.458,0.726,8,4.02,4.46,2.218,3.09,3201.1,1.06,4.83,5.33
9.39,628,2.34,2986,92.7,0.479,0.974,17,4.07,2.92,1.878,3.96,1053.5,1.14,4.41,3.32
9.71,2318,0.59,1655,256.0,0.806,0.492,29,2.14,3.24,1.941,3.48,3464.5,0.33,2.4,3.56
10.81,350,1.18,2390,496.1,0.805,0.687,31,3.02,3.1,2.162,3.73,704.6,0.52,3.36,3.51
16.35,1888,1.31,881,326.3,0.987,0.723,39,3.24,2.74,3.269,2.65,3917.0,0.45,4.41,3.86
18.17,2688,0.98,2685,30.6,0.827,0.695,22,2.29,4.85,3.633,2.95,6093.0,0.21,3.38,6.75
19.24,2126,1.76,1342,262.8,0.696,0.881,10,2.71,4.12,3.848,2.38,5024.3,0.48,3.93,5.73
16.38,2563,1.78,2817,248.3,0.914,0.802,19,2.15,5.41,3.275,2.7,5351.6,0.55,2.78,7.14
8.36,2941,2.2,895,72.1,0.463,0.476,18,4.99,2.85,1.672,3.98,4015.4,1.28,5.43,3.04
14.7,1503,1.98,949,460.1,0.67,0.608,35,4.21,3.01,2.94,2.49,3055.8,0.64,5.63,3.89
10.44,1267,1.59,1854,220.4,0.572,0.603,25,2.26,3.57,2.088,3.91,2034.1,0.62,2.52,4.09
7.33,2172,1.81,2486,497.3,0.463,0.739,9,2.06,5.18,1.466,4.2,2729.9,1.28,2.23,5.52
17.29,2815,1.05,1808,210.0,0.858,0.575,23,4.16,3.57,3.459,2.7,6216.5,0.2,5.65,4.75
3.65,1196,1.69,1797,304.0,0.706,0.47,12,3.32,3.93,1.01,4.9,1323.3,1.64,3.43,4.03
18.33,2779,1.48,2567,52.4,0.734,0.792,45,4.36,3.56,3.666,2.98,6326.5,0.32,6.25,4.81
10.85,1947,0.77,2786,227.1,0.647,0.911,33,4.77,2.78,2.169,3.42,3141.1,0.31,5.54,3.42
13.83,604,0.99,1793,119.4,0.676,0.959,28,3.8,5.79,2.766,3.43,1093.9,0.34,4.87,7.2
14.21,1721,1.08,2965,417.8,0.47,0.984,35,2.56,4.42,2.842,2.53,3396.0,0.43,3.29,5.74
18.22,2483,2.35,2349,392.0,0.804,0.869,6,4.35,5.26,3.643,2.23,5630.8,0.56,5.98,7.28
13.82,2572,0.96,685,412.1,0.659,0.484,29,4.87,4.8,2.765,3.1,4936.4,0.41,6.06,6.07
13.44,2646,1.08,1733,361.8,0.89,0.912,16,3.74,4.3,2.687,2.9,5020.8,0.38,4.7,5.3
4.13,1487,1.24,1937,416.3,0.518,0.64,12,4.05,2.81,1.01,4.9,1537.0,1.16,4.15,2.91
11.81,2777,1.83,752,100.4,0.523,0.838,23,3.01,4.75,2.363,3.08,4727.6,0.65,3.75,5.86
5.55,1322,0.74,518,226.0,0.787,0.719,30,3.14,3.04,1.111,4.65,1549.6,0.69,3.24,3.14
15.54,817,2.41,1659,345.9,0.908,0.897,26,4.2,3.95,3.107,3.16,1718.5,0.6,5.37,5.1
11.71,438,2.23,722,318.7,0.683,0.655,20,4.78,4.7,2.342,3.36,818.5,0.87,5.68,5.72
14.56,758,1.65,502,358.2,0.836,0.437,43,3.89,5.24,2.913,3.43,1615.3,0.44,4.85,6.62
3.71,1061,1.85,1759,112.1,1.0,0.734,0,4.37,4.9,1.01,4.9,1203.9,1.8,4.47,5.0
4.44,528,0.53,1353,49.2,0.994,0.503,14,2.51,4.85,1.01,4.75,595.7,0.48,2.61,4.95
15.18,998,1.18,1988,458.4,0.847,0.979,2,2.64,3.02,3.035,2.63,2007.2,0.34,3.53,3.99
4.23,238,2.09,727,280.1,0.844,0.716,5,3.6,3.71,1.01,4.81,388.9,2.0,3.78,3.81
4.21,641,0.65,2177,76.9,0.549,0.732,13,2.53,2.65,1.01,4.9,731.2,0.6,2.63,2.75
3.21,2204,1.06,998,396.7,0.9,0.944,37,3.9,5.02,1.01,4.5,2254.0,1.01,4.0,5.12
19.26,1355,1.67,2385,457.5,0.643,0.775,32,2.87,5.83,3.852,2.28,3209.7,0.29,4.28,8.31
15.54,2805,1.01,2515,84.8,0.977,0.582,37,4.37,3.42,3.108,3.24,5730.8,0.31,5.71,4.39
9.01,2582,2.37,1662,408.7,0.449,0.578,7,4.42,2.81,1.801,3.87,3857.2,1.26,4.95,3.09
8.04,483,0.76,1799,466.6,0.662,0.701,25,3.39,4.16,1.608,3.67,696.5,0.36,3.67,4.54
8.94,2707,2.09,2838,469.2,0.734,0.92,14,2.54,5.5,1.789,3.46,4008.5,1.09,2.76,5.99
16.17,293,1.52,1576,457.1,0.643,0.877,13,3.94,4.43,3.234,3.14,728.2,0.4,5.42,6.1
14.24,2681,2.0,1214,273.2,0.526,0.978,19,4.98,2.66,2.849,3.36,5272.5,0.6,6.29,3.47
6.15,2665,1.12,1447,178.1,0.756,0.443,18,3.87,5.91,1.23,4.27,3127.0,0.9,4.03,6.01
5.96,2863,1.53,1369,3.6,0.854,0.561,32,2.11,5.4,1.192,4.5,3316.1,1.23,2.21,5.68
4.67,2898,2.21,1570,30.5,0.787,0.448,35,2.05,2.96,1.01,4.9,2948.0,2.16,2.17,3.06
14.23,2332,1.43,593,214.4,0.541,0.851,23,2.96,5.73,2.845,3.24,4455.6,0.51,3.89,7.35
15.99,1995,1.22,1059,199.7,0.839,0.485,9,2.59,4.08,3.199,3.11,4244.8,0.27,3.36,5.33
7.51,2439,1.57,2275,92.4,0.554,0.46,33,4.44,3.8,1.501,4.1,3193.6,1.03,4.85,4.18
3.36,831,1.93,2760,197.7,0.505,0.737,35,4.53,4.11,1.01,4.9,881.0,1.88,4.63,4.21
4.4,2263,1.39,935,87.3,0.814,0.647,35,2.78,5.42,1.01,4.8,2313.0,1.33,2.88,5.52
19.45,2972,2.38,1351,424.4,0.906,0.829,15,2.98,4.81,3.891,2.19,6929.2,0.58,4.31,6.79
8.02,784,1.09,704,149.1,0.689,0.692,14,2.71,2.71,1.605,4.16,1153.7,0.66,2.98,2.85
16.08,181,1.45,2928,299.3,0.719,0.655,17,4.73,5.85,3.215,2.83,467.7,0.4,6.13,7.75
13.62,2981,2.01,1599,251.4,0.582,0.655,6,3.51,3.02,2.724,3.38,5567.1,0.7,4.48,3.66
9.49,2480,1.88,576,25.9,0.697,0.923,21,3.97,5.11,1.899,3.21,3821.7,0.99,4.49,5.73
6.5,2704,2.23,1315,471.1,0.479,0.637,31,3.25,4.73,1.299,4.73,3191.1,1.76,3.37,5.01
5.06,2482,2.49,1267,263.6,0.973,0.6,42,3.89,3.16,1.013,4.76,2610.3,2.44,4.04,3.29
13.46,631,1.35,2957,162.5,0.88,0.603,18,3.16,3.1,2.691,3.2,1219.2,0.53,3.77,3.82
16.17,2083,0.72,605,79.1,0.801,0.518,39,3.02,5.55,3.234,2.32,4434.0,0.2,3.93,7.3
13.95,320,0.56,2635,169.3,0.723,0.916,0,3.9,3.97,2.789,3.1,633.8,0.2,4.8,5.17
12.02,734,1.95,2246,10.3,0.875,0.488,34,3.77,4.79,2.403,3.44,1289.0,0.69,4.38,5.96
3.71,1869,2.25,1965,181.8,0.697,0.945,4,2.88,4.26,1.01,4.84,1998.9,2.14,2.98,4.36
19.46,2470,0.94,744,265.7,0.58,0.57,11,2.45,5.05,3.893,2.25,5732.9,0.22,3.71,7.05
16.58,1974,0.82,1905,435.9,0.496,0.94,11,3.11,4.18,3.316,2.78,4320.4,0.27,4.09,5.71
